(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(122836, -73, 4);10;י;151452;(3, 8, 13, 61, 151452);39955;(3, 8, 13, 16, 39955);יהוה;1;16;ויקרב משה את בני אהרן וילבשם כתנת ויחגר אתם אבנט ויחבש להם מגבעות כאשר צוה יהוה את משה
(122836, -73, 4);10;י;151525;(3, 8, 15, 19, 151525);39976;(3, 8, 15, 6, 39976);ויתן;2;6;וישחט ויקח משה את הדם ויתן על קרנות המזבח סביב באצבעו ויחטא את המזבח ואת הדם יצק אל יסוד המזבח ויקדשהו לכפר עליו
(122836, -73, 4);10;י;151598;(3, 8, 16, 2, 151598);39994;(3, 8, 16, 1, 39994);ויקח;2;1;ויקח את כל החלב אשר על הקרב ואת יתרת הכבד ואת שתי הכלית ואת חלבהן ויקטר משה המזבחה
(122836, -73, 4);70;ע;151671;(3, 8, 17, 10, 151671);40015;(3, 8, 17, 4, 40015);ערו;1;4;ואת הפר ואת ערו ואת בשרו ואת פרשו שרף באש מחוץ למחנה כאשר צוה יהוה את משה
(122836, -73, 4);2;ב;151744;(3, 8, 18, 26, 151744);40035;(3, 8, 18, 7, 40035);ובניו;2;7;ויקרב את איל העלה ויסמכו אהרן ובניו את ידיהם על ראש האיל
(122836, -73, 4);1;א;151817;(3, 8, 20, 25, 151817);40055;(3, 8, 20, 7, 40055);את;1;7;ואת האיל נתח לנתחיו ויקטר משה את הראש ואת הנתחים ואת הפדר
(122836, -73, 4);30;ל;151890;(3, 8, 21, 52, 151890);40075;(3, 8, 21, 15, 40075);לריח;1;15;ואת הקרב ואת הכרעים רחץ במים ויקטר משה את כל האיל המזבחה עלה הוא לריח ניחח אשה הוא ליהוה כאשר צוה יהוה את משה
(122836, -73, 4);6;ו;151963;(3, 8, 22, 39, 151963);40093;(3, 8, 22, 9, 40093);ובניו;5;9;ויקרב את האיל השני איל המלאים ויסמכו אהרן ובניו את ידיהם על ראש האיל
(122836, -73, 4);30;ל;152036;(3, 8, 23, 57, 152036);40113;(3, 8, 23, 15, 40113);ועל;3;15;וישחט ויקח משה מדמו ויתן על תנוך אזן אהרן הימנית ועל בהן ידו הימנית ועל בהן רגלו הימנית
(122836, -73, 4);30;ל;152109;(3, 8, 24, 60, 152109);40133;(3, 8, 24, 17, 40133);ועל;3;17;ויקרב את בני אהרן ויתן משה מן הדם על תנוך אזנם הימנית ועל בהן ידם הימנית ועל בהן רגלם הימנית ויזרק משה את הדם על המזבח סביב
(122836, -73, 4);2;ב;152182;(3, 8, 25, 36, 152182);40154;(3, 8, 25, 11, 40154);הקרב;4;11;ויקח את החלב ואת האליה ואת כל החלב אשר על הקרב ואת יתרת הכבד ואת שתי הכלית ואת חלבהן ואת שוק הימין
(122836, -73, 4);400;ת;152255;(3, 8, 26, 32, 152255);40174;(3, 8, 26, 9, 40174);אחת;3;9;ומסל המצות אשר לפני יהוה לקח חלת מצה אחת וחלת לחם שמן אחת ורקיק אחד וישם על החלבים ועל שוק הימין
(122836, -73, 4);6;ו;152328;(3, 8, 27, 29, 152328);40196;(3, 8, 27, 10, 40196);וינף;1;10;ויתן את הכל על כפי אהרן ועל כפי בניו וינף אתם תנופה לפני יהוה
(122836, -73, 4);5;ה;152401;(3, 8, 28, 54, 152401);40215;(3, 8, 28, 15, 40215);הוא;1;15;ויקח משה אתם מעל כפיהם ויקטר המזבחה על העלה מלאים הם לריח ניחח אשה הוא ליהוה
(122836, -73, 4);1;א;152474;(3, 8, 29, 66, 152474);40233;(3, 8, 29, 17, 40233);את;1;17;ויקח משה את החזה ויניפהו תנופה לפני יהוה מאיל המלאים למשה היה למנה כאשר צוה יהוה את משה
(122836, -73, 4);6;ו;152547;(3, 8, 30, 69, 152547);40254;(3, 8, 30, 20, 40254);אתו;3;20;ויקח משה משמן המשחה ומן הדם אשר על המזבח ויז על אהרן על בגדיו ועל בניו ועל בגדי בניו אתו ויקדש את אהרן את בגדיו ואת בניו ואת בגדי בניו אתו
(122836, -73, 4);8;ח;152620;(3, 8, 31, 34, 152620);40275;(3, 8, 31, 10, 40275);פתח;3;10;ויאמר משה אל אהרן ואל בניו בשלו את הבשר פתח אהל מועד ושם תאכלו אתו ואת הלחם אשר בסל המלאים כאשר צויתי לאמר אהרן ובניו יאכלהו
(122836, -73, 4);2;ב;152693;(3, 8, 32, 8, 152693);40293;(3, 8, 32, 2, 40293);בבשר;2;2;והנותר בבשר ובלחם באש תשרפו
(122836, -73, 4);1;א;152766;(3, 8, 33, 58, 152766);40312;(3, 8, 33, 16, 40312);ימלא;4;16;ומפתח אהל מועד לא תצאו שבעת ימים עד יום מלאת ימי מלאיכם כי שבעת ימים ימלא את ידכם
(122836, -73, 4);6;ו;152839;(3, 8, 35, 33, 152839);40332;(3, 8, 35, 9, 40332);ושמרתם;1;9;ופתח אהל מועד תשבו יומם ולילה שבעת ימים ושמרתם את משמרת יהוה ולא תמותו כי כן צויתי
(122836, -73, 4);6;ו;152912;(3, 9, 1, 1, 152912);40352;(3, 9, 1, 1, 40352);ויהי;1;1;ויהי ביום השמיני קרא משה לאהרן ולבניו ולזקני ישראל
(122836, -73, 4);30;ל;152985;(3, 9, 2, 32, 152985);40370;(3, 9, 2, 10, 40370);ואיל;4;10;ויאמר אל אהרן קח לך עגל בן בקר לחטאת ואיל לעלה תמימם והקרב לפני יהוה
(122836, -73, 4);40;מ;153058;(3, 9, 3, 51, 153058);40389;(3, 9, 3, 14, 40389);תמימם;2;14;ואל בני ישראל תדבר לאמר קחו שעיר עזים לחטאת ועגל וכבש בני שנה תמימם לעלה
(122836, -73, 4);400;ת;153131;(3, 9, 5, 7, 153131);40406;(3, 9, 5, 2, 40406);את;2;2;ויקחו את אשר צוה משה אל פני אהל מועד ויקרבו כל העדה ויעמדו לפני יהוה
(122836, -73, 4);70;ע;153204;(3, 9, 6, 26, 153204);40427;(3, 9, 6, 8, 40427);תעשו;2;8;ויאמר משה זה הדבר אשר צוה יהוה תעשו וירא אליכם כבוד יהוה
(122836, -73, 4);4;ד;153277;(3, 9, 7, 54, 153277);40446;(3, 9, 7, 15, 40446);ובעד;4;15;ויאמר משה אל אהרן קרב אל המזבח ועשה את חטאתך ואת עלתך וכפר בעדך ובעד העם ועשה את קרבן העם וכפר בעדם כאשר צוה יהוה
(122836, -73, 4);10;י;153350;(3, 9, 9, 2, 153350);40467;(3, 9, 9, 1, 40467);ויקרבו;2;1;ויקרבו בני אהרן את הדם אליו ויטבל אצבעו בדם ויתן על קרנות המזבח ואת הדם יצק אל יסוד המזבח
(122836, -73, 4);5;ה;153423;(3, 9, 10, 4, 153423);40487;(3, 9, 10, 2, 40487);החלב;1;2;ואת החלב ואת הכלית ואת היתרת מן הכבד מן החטאת הקטיר המזבחה כאשר צוה יהוה את משה
(122836, -73, 4);200;ר;153496;(3, 9, 11, 14, 153496);40506;(3, 9, 11, 4, 40506);העור;4;4;ואת הבשר ואת העור שרף באש מחוץ למחנה
(122836, -73, 4);5;ה;153569;(3, 9, 13, 7, 153569);40525;(3, 9, 13, 2, 40525);העלה;4;2;ואת העלה המציאו אליו לנתחיה ואת הראש ויקטר על המזבח
(122836, -73, 4);6;ו;153642;(3, 9, 15, 1, 153642);40543;(3, 9, 15, 1, 40543);ויקרב;1;1;ויקרב את קרבן העם ויקח את שעיר החטאת אשר לעם וישחטהו ויחטאהו כראשון
(122836, -73, 4);300;ש;153715;(3, 9, 16, 19, 153715);40560;(3, 9, 16, 5, 40560);כמשפט;3;5;ויקרב את העלה ויעשה כמשפט
(122836, -73, 4);30;ל;153788;(3, 9, 18, 24, 153788);40579;(3, 9, 18, 7, 40579);השלמים;3;7;וישחט את השור ואת האיל זבח השלמים אשר לעם וימצאו בני אהרן את הדם אליו ויזרקהו על המזבח סביב
(122836, -73, 4);1;א;153861;(3, 9, 19, 24, 153861);40598;(3, 9, 19, 7, 40598);האליה;2;7;ואת החלבים מן השור ומן האיל האליה והמכסה והכלית ויתרת הכבד
(122836, -73, 4);400;ת;153934;(3, 9, 21, 11, 153934);40613;(3, 9, 21, 3, 40613);ואת;3;3;ואת החזות ואת שוק הימין הניף אהרן תנופה לפני יהוה כאשר צוה משה
(122836, -73, 4);8;ח;154007;(3, 9, 22, 34, 154007);40633;(3, 9, 22, 10, 40633);החטאת;2;10;וישא אהרן את ידו אל העם ויברכם וירד מעשת החטאת והעלה והשלמים
(122836, -73, 4);400;ת;154080;(3, 9, 24, 2, 154080);40652;(3, 9, 24, 1, 40652);ותצא;2;1;ותצא אש מלפני יהוה ותאכל על המזבח את העלה ואת החלבים וירא כל העם וירנו ויפלו על פניהם
(122836, -73, 4);50;נ;154153;(3, 10, 1, 7, 154153);40671;(3, 10, 1, 2, 40671);בני;2;2;ויקחו בני אהרן נדב ואביהוא איש מחתתו ויתנו בהן אש וישימו עליה קטרת ויקריבו לפני יהוה אש זרה אשר לא צוה אתם
(122836, -73, 4);90;צ;154226;(3, 10, 1, 80, 154226);40690;(3, 10, 1, 21, 40690);צוה;1;21;ויקחו בני אהרן נדב ואביהוא איש מחתתו ויתנו בהן אש וישימו עליה קטרת ויקריבו לפני יהוה אש זרה אשר לא צוה אתם
(122836, -73, 4);200;ר;154299;(3, 10, 3, 31, 154299);40709;(3, 10, 3, 9, 40709);לאמר;4;9;ויאמר משה אל אהרן הוא אשר דבר יהוה לאמר בקרבי אקדש ועל פני כל העם אכבד וידם אהרן
(122836, -73, 4);40;מ;154372;(3, 10, 4, 41, 154372);40729;(3, 10, 4, 11, 40729);ויאמר;4;11;ויקרא משה אל מישאל ואל אלצפן בני עזיאל דד אהרן ויאמר אלהם קרבו שאו את אחיכם מאת פני הקדש אל מחוץ למחנה
(122836, -73, 4);4;ד;154445;(3, 10, 5, 33, 154445);40748;(3, 10, 5, 8, 40748);דבר;1;8;ויקרבו וישאם בכתנתם אל מחוץ למחנה כאשר דבר משה
(122836, -73, 4);70;ע;154518;(3, 10, 6, 68, 154518);40765;(3, 10, 6, 16, 40765);ועל;2;16;ויאמר משה אל אהרן ולאלעזר ולאיתמר בניו ראשיכם אל תפרעו ובגדיכם לא תפרמו ולא תמתו ועל כל העדה יקצף ואחיכם כל בית ישראל יבכו את השרפה אשר שרף יהוה
(122836, -73, 4);20;כ;154591;(3, 10, 7, 25, 154591);40786;(3, 10, 7, 8, 40786);כי;1;8;ומפתח אהל מועד לא תצאו פן תמתו כי שמן משחת יהוה עליכם ויעשו כדבר משה
(122836, -73, 4);2;ב;154664;(3, 10, 9, 25, 154664);40806;(3, 10, 9, 8, 40806);בבאכם;2;8;יין ושכר אל תשת אתה ובניך אתך בבאכם אל אהל מועד ולא תמתו חקת עולם לדרתיכם
(122836, -73, 4);30;ל;154737;(3, 10, 11, 2, 154737);40824;(3, 10, 11, 1, 40824);ולהורת;2;1;ולהורת את בני ישראל את כל החקים אשר דבר יהוה אליהם ביד משה
(122836, -73, 4);40;מ;154810;(3, 10, 12, 29, 154810);40844;(3, 10, 12, 8, 40844);איתמר;4;8;וידבר משה אל אהרן ואל אלעזר ואל איתמר בניו הנותרים קחו את המנחה הנותרת מאשי יהוה ואכלוה מצות אצל המזבח כי קדש קדשים הוא
(122836, -73, 4);40;ם;154883;(3, 10, 13, 6, 154883);40861;(3, 10, 13, 1, 40861);ואכלתם;6;1;ואכלתם אתה במקום קדוש כי חקך וחק בניך הוא מאשי יהוה כי כן צויתי
(122836, -73, 4);6;ו;154956;(3, 10, 14, 29, 154956);40881;(3, 10, 14, 7, 40881);תאכלו;5;7;ואת חזה התנופה ואת שוק התרומה תאכלו במקום טהור אתה ובניך ובנתיך אתך כי חקך וחק בניך נתנו מזבחי שלמי בני ישראל
(122836, -73, 4);5;ה;155029;(3, 10, 15, 14, 155029);40900;(3, 10, 15, 4, 40900);התנופה;1;4;שוק התרומה וחזה התנופה על אשי החלבים יביאו להניף תנופה לפני יהוה והיה לך ולבניך אתך לחק עולם כאשר צוה יהוה
(122836, -73, 4);6;ו;155102;(3, 10, 16, 1, 155102);40918;(3, 10, 16, 1, 40918);ואת;1;1;ואת שעיר החטאת דרש דרש משה והנה שרף ויקצף על אלעזר ועל איתמר בני אהרן הנותרם לאמר
(122836, -73, 4);30;ל;155175;(3, 10, 17, 9, 155175);40937;(3, 10, 17, 3, 40937);אכלתם;3;3;מדוע לא אכלתם את החטאת במקום הקדש כי קדש קדשים הוא ואתה נתן לכם לשאת את עון העדה לכפר עליהם לפני יהוה
(122836, -73, 4);50;ן;155248;(3, 10, 18, 2, 155248);40957;(3, 10, 18, 1, 40957);הן;2;1;הן לא הובא את דמה אל הקדש פנימה אכול תאכלו אתה בקדש כאשר צויתי
(122836, -73, 4);6;ו;155321;(3, 10, 19, 26, 155321);40977;(3, 10, 19, 7, 40977);הקריבו;6;7;וידבר אהרן אל משה הן היום הקריבו את חטאתם ואת עלתם לפני יהוה ותקראנה אתי כאלה ואכלתי חטאת היום הייטב בעיני יהוה
(122836, -73, 4);6;ו;155394;(3, 10, 20, 9, 155394);40995;(3, 10, 20, 3, 40995);וייטב;1;3;וישמע משה וייטב בעיניו
(122836, -73, 4);40;מ;155467;(3, 11, 2, 34, 155467);41014;(3, 11, 2, 10, 41014);מכל;1;10;דברו אל בני ישראל לאמר זאת החיה אשר תאכלו מכל הבהמה אשר על הארץ
(122836, -73, 4);40;מ;155540;(3, 11, 4, 14, 155540);41035;(3, 11, 4, 6, 41035);ממעלי;1;6;אך את זה לא תאכלו ממעלי הגרה וממפרסי הפרסה את הגמל כי מעלה גרה הוא ופרסה איננו מפריס טמא הוא לכם
(122836, -73, 4);70;ע;155613;(3, 11, 5, 11, 155613);41054;(3, 11, 5, 4, 41054);מעלה;2;4;ואת השפן כי מעלה גרה הוא ופרסה לא יפריס טמא הוא לכם
(122836, -73, 4);40;ם;155686;(3, 11, 6, 44, 155686);41074;(3, 11, 6, 12, 41074);לכם;3;12;ואת הארנבת כי מעלת גרה הוא ופרסה לא הפריסה טמאה הוא לכם
(122836, -73, 4);40;ם;155759;(3, 11, 8, 19, 155759);41094;(3, 11, 8, 4, 41094);ובנבלתם;7;4;מבשרם לא תאכלו ובנבלתם לא תגעו טמאים הם לכם
(122836, -73, 4);400;ת;155832;(3, 11, 9, 57, 155832);41115;(3, 11, 9, 16, 41115);תאכלו;1;16;את זה תאכלו מכל אשר במים כל אשר לו סנפיר וקשקשת במים בימים ובנחלים אתם תאכלו
(122836, -73, 4);20;כ;155905;(3, 11, 10, 69, 155905);41134;(3, 11, 10, 19, 41134);לכם;2;19;וכל אשר אין לו סנפיר וקשקשת בימים ובנחלים מכל שרץ המים ומכל נפש החיה אשר במים שקץ הם לכם
(122836, -73, 4);1;א;155978;(3, 11, 13, 2, 155978);41154;(3, 11, 13, 1, 41154);ואת;2;1;ואת אלה תשקצו מן העוף לא יאכלו שקץ הם את הנשר ואת הפרס ואת העזניה
(122836, -73, 4);70;ע;156051;(3, 11, 15, 5, 156051);41176;(3, 11, 15, 3, 41176);ערב;1;3;את כל ערב למינו
(122836, -73, 4);50;נ;156124;(3, 11, 18, 6, 156124);41195;(3, 11, 18, 2, 41195);התנשמת;3;2;ואת התנשמת ואת הקאת ואת הרחם
(122836, -73, 4);70;ע;156197;(3, 11, 20, 19, 156197);41213;(3, 11, 20, 6, 41213);ארבע;4;6;כל שרץ העוף ההלך על ארבע שקץ הוא לכם
(122836, -73, 4);90;ץ;156270;(3, 11, 21, 64, 156270);41235;(3, 11, 21, 19, 41235);הארץ;4;19;אך את זה תאכלו מכל שרץ העוף ההלך על ארבע אשר לא כרעים ממעל לרגליו לנתר בהן על הארץ
(122836, -73, 4);5;ה;156343;(3, 11, 23, 7, 156343);41254;(3, 11, 23, 3, 41254);העוף;1;3;וכל שרץ העוף אשר לו ארבע רגלים שקץ הוא לכם
(122836, -73, 4);20;כ;156416;(3, 11, 25, 15, 156416);41273;(3, 11, 25, 4, 41273);יכבס;2;4;וכל הנשא מנבלתם יכבס בגדיו וטמא עד הערב
(122836, -73, 4);40;ם;156489;(3, 11, 26, 56, 156489);41291;(3, 11, 26, 14, 41291);הם;2;14;לכל הבהמה אשר הוא מפרסת פרסה ושסע איננה שסעת וגרה איננה מעלה טמאים הם לכם כל הנגע בהם יטמא
(122836, -73, 4);1;א;156562;(3, 11, 27, 57, 156562);41312;(3, 11, 27, 16, 41312);יטמא;4;16;וכל הולך על כפיו בכל החיה ההלכת על ארבע טמאים הם לכם כל הנגע בנבלתם יטמא עד הערב
(122836, -73, 4);5;ה;156635;(3, 11, 29, 25, 156635);41333;(3, 11, 29, 8, 41333);החלד;1;8;וזה לכם הטמא בשרץ השרץ על הארץ החלד והעכבר והצב למינהו
(122836, -73, 4);2;ב;156708;(3, 11, 31, 26, 156708);41349;(3, 11, 31, 8, 41349);בהם;1;8;אלה הטמאים לכם בכל השרץ כל הנגע בהם במתם יטמא עד הערב
(122836, -73, 4);300;ש;156781;(3, 11, 32, 57, 156781);41373;(3, 11, 32, 20, 41373);יעשה;3;20;וכל אשר יפל עליו מהם במתם יטמא מכל כלי עץ או בגד או עור או שק כל כלי אשר יעשה מלאכה בהם במים יובא וטמא עד הערב וטהר
(122836, -73, 4);6;ו;156854;(3, 11, 33, 42, 156854);41394;(3, 11, 33, 13, 41394);ואתו;4;13;וכל כלי חרש אשר יפל מהם אל תוכו כל אשר בתוכו יטמא ואתו תשברו
(122836, -73, 4);2;ב;156927;(3, 11, 35, 12, 156927);41415;(3, 11, 35, 4, 41415);מנבלתם;3;4;וכל אשר יפל מנבלתם עליו יטמא תנור וכירים יתץ טמאים הם וטמאים יהיו לכם
(122836, -73, 4);70;ע;157000;(3, 11, 36, 29, 157000);41433;(3, 11, 36, 8, 41433);ונגע;4;8;אך מעין ובור מקוה מים יהיה טהור ונגע בנבלתם יטמא
(122836, -73, 4);30;ל;157073;(3, 11, 38, 26, 157073);41454;(3, 11, 38, 8, 41454);עליו;2;8;וכי יתן מים על זרע ונפל מנבלתם עליו טמא הוא לכם
(122836, -73, 4);2;ב;157146;(3, 11, 40, 14, 157146);41473;(3, 11, 40, 3, 41473);יכבס;3;3;והאכל מנבלתה יכבס בגדיו וטמא עד הערב והנשא את נבלתה יכבס בגדיו וטמא עד הערב
(122836, -73, 4);10;י;157219;(3, 11, 41, 26, 157219);41494;(3, 11, 41, 9, 41494);יאכל;1;9;וכל השרץ השרץ על הארץ שקץ הוא לא יאכל
(122836, -73, 4);40;ם;157292;(3, 11, 42, 70, 157292);41516;(3, 11, 42, 22, 41516);הם;2;22;כל הולך על גחון וכל הולך על ארבע עד כל מרבה רגלים לכל השרץ השרץ על הארץ לא תאכלום כי שקץ הם
(122836, -73, 4);10;י;157365;(3, 11, 44, 27, 157365);41534;(3, 11, 44, 6, 41534);והייתם;4;6;כי אני יהוה אלהיכם והתקדשתם והייתם קדשים כי קדוש אני ולא תטמאו את נפשתיכם בכל השרץ הרמש על הארץ
(122836, -73, 4);40;מ;157438;(3, 11, 45, 23, 157438);41554;(3, 11, 45, 7, 41554);מצרים;1;7;כי אני יהוה המעלה אתכם מארץ מצרים להית לכם לאלהים והייתם קדשים כי קדוש אני
(122836, -73, 4);40;ם;157511;(3, 11, 46, 36, 157511);41571;(3, 11, 46, 9, 41571);במים;4;9;זאת תורת הבהמה והעוף וכל נפש החיה הרמשת במים ולכל נפש השרצת על הארץ
(122836, -73, 4);4;ד;157584;(3, 12, 1, 3, 157584);41590;(3, 12, 1, 1, 41590);וידבר;3;1;וידבר יהוה אל משה לאמר
(122836, -73, 4);400;ת;157657;(3, 12, 2, 58, 157657);41610;(3, 12, 2, 16, 41610);דותה;3;16;דבר אל בני ישראל לאמר אשה כי תזריע וילדה זכר וטמאה שבעת ימים כימי נדת דותה תטמא
(122836, -73, 4);40;מ;157730;(3, 12, 4, 45, 157730);41629;(3, 12, 4, 13, 41629);המקדש;2;13;ושלשים יום ושלשת ימים תשב בדמי טהרה בכל קדש לא תגע ואל המקדש לא תבא עד מלאת ימי טהרה
(122836, -73, 4);200;ר;157803;(3, 12, 5, 52, 157803);41649;(3, 12, 5, 14, 41649);טהרה;3;14;ואם נקבה תלד וטמאה שבעים כנדתה וששים יום וששת ימים תשב על דמי טהרה
(122836, -73, 4);50;ן;157876;(3, 12, 6, 72, 157876);41671;(3, 12, 6, 22, 41671);הכהן;4;22;ובמלאת ימי טהרה לבן או לבת תביא כבש בן שנתו לעלה ובן יונה או תר לחטאת אל פתח אהל מועד אל הכהן
(122836, -73, 4);10;י;157949;(3, 12, 8, 14, 157949);41690;(3, 12, 8, 5, 41690);די;2;5;ואם לא תמצא ידה די שה ולקחה שתי תרים או שני בני יונה אחד לעלה ואחד לחטאת וכפר עליה הכהן וטהרה
(122836, -73, 4);5;ה;158022;(3, 13, 1, 14, 158022);41710;(3, 13, 1, 4, 41710);משה;3;4;וידבר יהוה אל משה ואל אהרן לאמר
(122836, -73, 4);200;ר;158095;(3, 13, 2, 62, 158095);41731;(3, 13, 2, 18, 41731);אהרן;3;18;אדם כי יהיה בעור בשרו שאת או ספחת או בהרת והיה בעור בשרו לנגע צרעת והובא אל אהרן הכהן או אל אחד מבניו הכהנים
(122836, -73, 4);70;ע;158168;(3, 13, 3, 50, 158168);41751;(3, 13, 3, 14, 41751);מעור;2;14;וראה הכהן את הנגע בעור הבשר ושער בנגע הפך לבן ומראה הנגע עמק מעור בשרו נגע צרעת הוא וראהו הכהן וטמא אתו
(122836, -73, 4);300;ש;158241;(3, 13, 4, 41, 158241);41771;(3, 13, 4, 12, 41771);ושערה;2;12;ואם בהרת לבנה הוא בעור בשרו ועמק אין מראה מן העור ושערה לא הפך לבן והסגיר הכהן את הנגע שבעת ימים
(122836, -73, 4);1;א;158314;(3, 13, 5, 38, 158314);41789;(3, 13, 5, 9, 41789);לא;2;9;וראהו הכהן ביום השביעי והנה הנגע עמד בעיניו לא פשה הנגע בעור והסגירו הכהן שבעת ימים שנית
(122836, -73, 4);1;א;158387;(3, 13, 6, 39, 158387);41807;(3, 13, 6, 10, 41807);ולא;3;10;וראה הכהן אתו ביום השביעי שנית והנה כהה הנגע ולא פשה הנגע בעור וטהרו הכהן מספחת הוא וכבס בגדיו וטהר
(122836, -73, 4);5;ה;158460;(3, 13, 7, 32, 158460);41826;(3, 13, 7, 9, 41826);הכהן;1;9;ואם פשה תפשה המספחת בעור אחרי הראתו אל הכהן לטהרתו ונראה שנית אל הכהן
(122836, -73, 4);400;ת;158533;(3, 13, 9, 7, 158533);41843;(3, 13, 9, 2, 41843);צרעת;4;2;נגע צרעת כי תהיה באדם והובא אל הכהן
(122836, -73, 4);90;צ;158606;(3, 13, 11, 1, 158606);41864;(3, 13, 11, 1, 41864);צרעת;1;1;צרעת נושנת הוא בעור בשרו וטמאו הכהן לא יסגרנו כי טמא הוא
(122836, -73, 4);70;ע;158679;(3, 13, 12, 29, 158679);41882;(3, 13, 12, 7, 41882);הצרעת;4;7;ואם פרוח תפרח הצרעת בעור וכסתה הצרעת את כל עור הנגע מראשו ועד רגליו לכל מראה עיני הכהן
(122836, -73, 4);200;ר;158752;(3, 13, 13, 33, 158752);41902;(3, 13, 13, 9, 41902);וטהר;4;9;וראה הכהן והנה כסתה הצרעת את כל בשרו וטהר את הנגע כלו הפך לבן טהור הוא
(122836, -73, 4);9;ט;158825;(3, 13, 15, 30, 158825);41924;(3, 13, 15, 9, 41924);טמא;1;9;וראה הכהן את הבשר החי וטמאו הבשר החי טמא הוא צרעת הוא
(122836, -73, 4);5;ה;158898;(3, 13, 17, 28, 158898);41944;(3, 13, 17, 7, 41944);וטהר;3;7;וראהו הכהן והנה נהפך הנגע ללבן וטהר הכהן את הנגע טהור הוא
(122836, -73, 4);50;נ;158971;(3, 13, 19, 30, 158971);41964;(3, 13, 19, 8, 41964);לבנה;3;8;והיה במקום השחין שאת לבנה או בהרת לבנה אדמדמת ונראה אל הכהן
(122836, -73, 4);1;א;159044;(3, 13, 20, 55, 159044);41983;(3, 13, 20, 15, 41983);הוא;3;15;וראה הכהן והנה מראה שפל מן העור ושערה הפך לבן וטמאו הכהן נגע צרעת הוא בשחין פרחה
(122836, -73, 4);70;ע;159117;(3, 13, 21, 64, 159117);42002;(3, 13, 21, 17, 42002);שבעת;3;17;ואם יראנה הכהן והנה אין בה שער לבן ושפלה איננה מן העור והיא כהה והסגירו הכהן שבעת ימים
(122836, -73, 4);9;ט;159190;(3, 13, 23, 37, 159190);42022;(3, 13, 23, 10, 42022);וטהרו;2;10;ואם תחתיה תעמד הבהרת לא פשתה צרבת השחין הוא וטהרו הכהן
(122836, -73, 4);50;ן;159263;(3, 13, 25, 11, 159263);42041;(3, 13, 25, 3, 42041);הכהן;4;3;וראה אתה הכהן והנה נהפך שער לבן בבהרת ומראה עמק מן העור צרעת הוא במכוה פרחה וטמא אתו הכהן נגע צרעת הוא
(122836, -73, 4);40;ם;159336;(3, 13, 26, 3, 159336);42061;(3, 13, 26, 1, 42061);ואם;3;1;ואם יראנה הכהן והנה אין בבהרת שער לבן ושפלה איננה מן העור והוא כהה והסגירו הכהן שבעת ימים
(122836, -73, 4);5;ה;159409;(3, 13, 27, 4, 159409);42079;(3, 13, 27, 1, 42079);וראהו;4;1;וראהו הכהן ביום השביעי אם פשה תפשה בעור וטמא הכהן אתו נגע צרעת הוא
(122836, -73, 4);2;ב;159482;(3, 13, 28, 24, 159482);42099;(3, 13, 28, 7, 42099);בעור;1;7;ואם תחתיה תעמד הבהרת לא פשתה בעור והוא כהה שאת המכוה הוא וטהרו הכהן כי צרבת המכוה הוא
(122836, -73, 4);100;ק;159555;(3, 13, 29, 29, 159555);42120;(3, 13, 29, 10, 42120);בזקן;3;10;ואיש או אשה כי יהיה בו נגע בראש או בזקן
(122836, -73, 4);7;ז;159628;(3, 13, 30, 72, 159628);42142;(3, 13, 30, 22, 42142);הזקן;2;22;וראה הכהן את הנגע והנה מראהו עמק מן העור ובו שער צהב דק וטמא אתו הכהן נתק הוא צרעת הראש או הזקן הוא
(122836, -73, 4);70;ע;159701;(3, 13, 31, 68, 159701);42163;(3, 13, 31, 20, 42163);נגע;3;20;וכי יראה הכהן את נגע הנתק והנה אין מראהו עמק מן העור ושער שחר אין בו והסגיר הכהן את נגע הנתק שבעת ימים
(122836, -73, 4);1;א;159774;(3, 13, 32, 61, 159774);42184;(3, 13, 32, 18, 42184);אין;1;18;וראה הכהן את הנגע ביום השביעי והנה לא פשה הנתק ולא היה בו שער צהב ומראה הנתק אין עמק מן העור
(122836, -73, 4);2;ב;159847;(3, 13, 34, 15, 159847);42204;(3, 13, 34, 5, 42204);ביום;1;5;וראה הכהן את הנתק ביום השביעי והנה לא פשה הנתק בעור ומראהו איננו עמק מן העור וטהר אתו הכהן וכבס בגדיו וטהר
(122836, -73, 4);40;ם;159920;(3, 13, 35, 3, 159920);42222;(3, 13, 35, 1, 42222);ואם;3;1;ואם פשה יפשה הנתק בעור אחרי טהרתו
(122836, -73, 4);6;ו;159993;(3, 13, 37, 1, 159993);42242;(3, 13, 37, 1, 42242);ואם;1;1;ואם בעיניו עמד הנתק ושער שחר צמח בו נרפא הנתק טהור הוא וטהרו הכהן
(122836, -73, 4);200;ר;160066;(3, 13, 38, 22, 160066);42262;(3, 13, 38, 7, 42262);בשרם;3;7;ואיש או אשה כי יהיה בעור בשרם בהרת בהרת לבנת
(122836, -73, 4);40;מ;160139;(3, 13, 40, 8, 160139);42282;(3, 13, 40, 3, 42282);ימרט;2;3;ואיש כי ימרט ראשו קרח הוא טהור הוא
